id	gene2
GTEX-11ZTS	-0.89617576983299
GTEX-12WSA	-0.709754724148087
GTEX-12WSF	-0.577992789033591
GTEX-12WSH	-0.230366026198394
GTEX-1313W	1.06996713260889
GTEX-132Q8	0.353196948036497
GTEX-13CF2	1.01792771365966
GTEX-13G51	-0.701854531227927
GTEX-13N2G	-0.194255405024314
GTEX-13NYS	-0.907839685843442
GTEX-13O3O	0.339198703876916
GTEX-13O3Q	1.59846037900043
GTEX-13OVJ	1.99391100801784
GTEX-13OW6	-0.735324125173132
GTEX-13OW8	-0.775288621470346
GTEX-13QJC	-0.512605585010613
GTEX-13RTJ	0.565452740610776
GTEX-13SLW	-0.163596937357677
GTEX-13X6I	-0.745470893948268
GTEX-13X6K	-0.650702522709293
GTEX-147GR	1.39106678081972
GTEX-14BIM	0.513687983977827
GTEX-14BIN	0.853121430150807
GTEX-14C5O	-0.674947693962757
GTEX-14JG1	-0.748426777476743
GTEX-14PJO	0.762101844831152
GTEX-14PN4	0.948050486063604
GTEX-15CHQ	0.576080101972179
GTEX-15DCD	1.13987491232822
GTEX-15DYW	0.429701127050493
GTEX-15EO6	-0.487213174828557
GTEX-15ER7	-1.96960763752236
GTEX-15RJE	-0.117553612800611
GTEX-16Z82	-0.443389014531118
GTEX-17EVP	0.333903436584247
GTEX-1A3MX	0.904795252406025
GTEX-1A8G7	0.22070161194174
GTEX-1B8SG	-1.60522590958274
GTEX-1B933	-2.66355622609271
GTEX-1B996	0.797909677734379
GTEX-N7MS	1.71544457255201
GTEX-N7MT	1.6946116566276
GTEX-NL4W	-0.790277144855858
GTEX-NPJ7	-1.46814317569805
GTEX-NPJ8	0.118936797388482
GTEX-OHPN	-0.901539340708281
GTEX-OXRO	-0.0432518130742031
GTEX-PWO3	0.130915242725441
GTEX-Q2AG	1.82614715919735
GTEX-QDT8	-0.518839870115573
GTEX-QMR6	0.553442973431238
GTEX-QVJO	0.16597996005207
GTEX-S7SE	-1.09166705084142
GTEX-T2IS	-0.101786720366673
GTEX-T5JC	-0.0731350884201565
GTEX-T6MN	-0.482703618599592
GTEX-UTHO	0.28752443501229
GTEX-WHSE	0.471784168851001
GTEX-WL46	-0.283716301578151
GTEX-WVLH	0.251134185538963
GTEX-X4XX	0.0357647130020399
GTEX-XMD1	0.382623835758029
GTEX-YFC4	0.589671148620176
GTEX-YJ89	0.151706557356139
GTEX-Z93S	0.252540296695377
GTEX-ZAB4	-0.229282062099398
GTEX-ZDXO	-0.568985744539179
GTEX-ZV68	-0.840339147331043
