id	gene1
GTEX-111YS	-0.141835982241984
GTEX-1122O	0.418340039324087
GTEX-11DXX	0.293560270023952
GTEX-11DXY	-0.443620599502595
GTEX-11EM3	0.240073945153559
GTEX-11EMC	-0.0755764184062412
GTEX-11EQ9	-0.785002073956026
GTEX-11GSP	-0.327583479416861
GTEX-11I78	-0.176936641288523
GTEX-11XUK	-0.84019769536573
GTEX-1211K	-0.319429685522414
GTEX-12BJ1	0.102284317969459
GTEX-12WSG	0.242817793528765
GTEX-12WSJ	-0.508393688621744
GTEX-12WSK	0.00278462487806584
GTEX-12WSL	0.529391316087652
GTEX-12WSN	0.321515284415635
GTEX-12ZZZ	0.621758122930481
GTEX-13111	0.795216507325844
GTEX-131XG	-0.297687085961395
GTEX-131YS	0.857670611534918
GTEX-132NY	1.29909931957031
GTEX-139YR	0.752157186417241
GTEX-13CF3	0.117559995559121
GTEX-13D11	-0.573187233595827
GTEX-13FH7	0.620756479370116
GTEX-13FTW	0.108495743078308
GTEX-13O21	-0.318764020754942
GTEX-13O3O	0.336016512814664
GTEX-13OW6	-0.557090312192881
GTEX-13OW7	0.322280977199476
GTEX-13PL7	-0.619689883128181
GTEX-13PVR	0.102380006143075
GTEX-13QBU	0.324116427881381
GTEX-13W3W	0.88490922675181
GTEX-146FR	0.278252780994944
GTEX-14753	-0.473322125214342
GTEX-147F4	0.0334436608551989
GTEX-14A5I	-0.334695610263544
GTEX-14BMU	-0.213306834903676
GTEX-14C38	0.00933834148418783
GTEX-14C39	0.00427244657999754
GTEX-14DAQ	0.132993643030307
GTEX-14DAR	-0.333586645089541
GTEX-14E6E	-0.113768393419874
GTEX-14H4A	-0.554009013554495
GTEX-14JG6	-0.0135027444541238
GTEX-14PJ4	-1.22467012403468
GTEX-14PJ6	-0.562056508298749
GTEX-14PK6	0.0230293915342851
GTEX-14PKV	-0.221706349887749
GTEX-14PN3	0.180540756795422
GTEX-14XAO	0.339814773388591
GTEX-15CHR	0.401961380321515
GTEX-15DYW	-0.208676115628186
GTEX-15ER7	-0.995095719460985
GTEX-15EU6	0.358426723849528
GTEX-15SHU	-0.752230581125154
GTEX-16MT8	0.139916944571423
GTEX-17HGU	-0.369063410781452
GTEX-17HHY	-1.22680240067202
GTEX-17KNJ	-0.0990750582608445
GTEX-18A7A	-0.154079667777703
GTEX-1A3MV	0.256720235351558
GTEX-1A3MW	0.903320908537871
GTEX-1AMFI	0.487197094967272
GTEX-1AX8Z	-1.16861974340727
GTEX-1AX9J	1.07472748123674
GTEX-1B8KE	0.38324644779544
GTEX-1B8KZ	0.608205680778746
GTEX-1B8L1	0.430697916083539
GTEX-1BAJH	1.28161668016902
GTEX-1C475	-0.421704689032664
GTEX-1CAMR	1.11489896721715
GTEX-O5YT	0.373541515623189
GTEX-O5YV	-0.085030324256564
GTEX-OIZH	0.956584635925739
GTEX-OOBK	0.171107415817443
GTEX-OXRK	0.691132477950202
GTEX-P4QT	-0.729899533486739
GTEX-PLZ5	0.37048026677973
GTEX-PLZ6	0.160095329763983
GTEX-PW2O	-0.168133806641326
GTEX-PWCY	-0.119761704317547
GTEX-PX3G	0.408829799011225
GTEX-Q2AI	-0.878666782855924
GTEX-Q734	-0.787795400337767
GTEX-QCQG	-0.400428864539929
GTEX-QDVJ	-0.145237186237823
GTEX-QDVN	-0.320883617208218
GTEX-QEG5	0.848929381708865
GTEX-QMRM	0.153256473816882
GTEX-R55C	0.172599624300088
GTEX-R55G	-0.158073019319595
GTEX-REY6	-0.0675724133026532
GTEX-RM2N	-0.62450287691011
GTEX-RUSQ	-0.796323028689617
GTEX-S32W	0.341631879122426
GTEX-S33H	0.359362083476957
GTEX-S3XE	-0.241492966197656
GTEX-S4Q7	-0.802934364840623
GTEX-S4Z8	0.111871080632042
GTEX-T6MO	1.30162995968718
GTEX-TKQ2	-1.02526045790546
GTEX-TMMY	-0.137265640666739
GTEX-U3ZM	-0.264492206503942
GTEX-U3ZN	0.314274853343546
GTEX-U4B1	-0.459082030875066
GTEX-V1D1	-0.107078278039728
GTEX-V955	-0.184735282053721
GTEX-W5WG	-0.535294010645681
GTEX-WFG8	-0.757811323181541
GTEX-WQUQ	0.182098783203707
GTEX-WY7C	0.760358530909045
GTEX-WYVS	-0.0230976224879266
GTEX-X4LF	-0.441586696276627
GTEX-XMK1	0.324568485835419
GTEX-XQ3S	-0.245413795914969
GTEX-XUZC	-1.30696314350438
GTEX-XV7Q	0.399790562160866
GTEX-Y5LM	-0.146949624844017
GTEX-Y5V5	-0.177118347211215
GTEX-Y5V6	0.253224009380071
GTEX-Y9LG	0.753439164556555
GTEX-YF7O	0.0309982625554779
GTEX-ZA64	-0.272194331091873
GTEX-ZDTT	0.18261982825209
GTEX-ZF2S	0.0770813052541112
GTEX-ZLV1	0.817899235623863
GTEX-ZP4G	0.33123620915684
GTEX-ZT9W	0.327080066326025
GTEX-ZT9X	-0.733838904102789
GTEX-ZTSS	-0.820090100847506
GTEX-ZUA1	-1.07634047139744
GTEX-ZVT2	0.404742918404302
GTEX-ZYFG	-0.0735853986100692
GTEX-ZYVF	0.100449388675043
GTEX-ZZPU	1.78893955560986
