id	gene1
GTEX-111YS	-0.260689901519635
GTEX-1122O	0.614529107332931
GTEX-11DXX	0.534152341478328
GTEX-11DXY	-0.671839044931387
GTEX-11EM3	0.423762382720667
GTEX-11EMC	0.130658723190606
GTEX-11EQ9	-1.17749652098584
GTEX-11GSP	-0.31974436279945
GTEX-11I78	-0.290784362453287
GTEX-11XUK	-1.06461849883297
GTEX-1211K	-0.50961489021624
GTEX-12BJ1	0.241259563116297
GTEX-12WSG	0.492296404176889
GTEX-12WSJ	-0.978785556575792
GTEX-12WSK	0.0525110251224153
GTEX-12WSL	0.71443353987265
GTEX-12WSN	0.510251139724246
GTEX-12ZZZ	1.14932427328347
GTEX-13111	1.37153030569182
GTEX-131XG	-0.4915541134473
GTEX-131YS	1.55695384859108
GTEX-132NY	2.15589781126988
GTEX-139YR	1.17094952150779
GTEX-13CF3	0.270782041143184
GTEX-13D11	-0.980138925809174
GTEX-13FH7	0.952950102547669
GTEX-13FTW	0.194761448921533
GTEX-13O21	-0.414746647722962
GTEX-13O3O	0.523196352128857
GTEX-13OW6	-0.873002510720729
GTEX-13OW7	0.612921516462604
GTEX-13PL7	-0.878906020915361
GTEX-13PVR	0.12605742713787
GTEX-13QBU	0.241673757360298
GTEX-13W3W	1.37829985709539
GTEX-146FR	0.456024227555161
GTEX-14753	-0.822924823920728
GTEX-147F4	0.151112753405663
GTEX-14A5I	-0.641948210028488
GTEX-14BMU	-0.350859772995664
GTEX-14C38	0.163871455550182
GTEX-14C39	0.00450201342261702
GTEX-14DAQ	0.379798485078747
GTEX-14DAR	-0.466256022205218
GTEX-14E6E	-0.166343401052309
GTEX-14H4A	-1.09168034149655
GTEX-14JG6	0.0476840683424222
GTEX-14PJ4	-1.90243533765346
GTEX-14PJ6	-1.01880269344987
GTEX-14PK6	0.142113031540475
GTEX-14PKV	-0.340735203687376
GTEX-14PN3	0.136365678110034
GTEX-14XAO	0.779885706540804
GTEX-15CHR	0.667872094618417
GTEX-15DYW	-0.262921162295204
GTEX-15ER7	-1.7400110471964
GTEX-15EU6	0.45175229812497
GTEX-15SHU	-1.38220074224669
GTEX-16MT8	0.087947724686364
GTEX-17HGU	-0.698094653967569
GTEX-17HHY	-1.91727895332634
GTEX-17KNJ	-0.0896544432383411
GTEX-18A7A	-0.252783772179928
GTEX-1A3MV	0.512858447037589
GTEX-1A3MW	1.42936317128623
GTEX-1AMFI	1.01003321874205
GTEX-1AX8Z	-1.95060228922573
GTEX-1AX9J	1.81703791430259
GTEX-1B8KE	0.551593237777052
GTEX-1B8KZ	0.894876653125185
GTEX-1B8L1	0.588558795496481
GTEX-1BAJH	1.99089101967138
GTEX-1C475	-0.745930349438398
GTEX-1CAMR	1.7966518927933
GTEX-O5YT	0.487128418187336
GTEX-O5YV	-0.134637920883687
GTEX-OIZH	1.559165864351
GTEX-OOBK	0.319764980935215
GTEX-OXRK	1.06361611434426
GTEX-P4QT	-1.14939116871641
GTEX-PLZ5	0.415046193152105
GTEX-PLZ6	0.279827845319726
GTEX-PW2O	-0.243230536546612
GTEX-PWCY	-0.273548854125947
GTEX-PX3G	0.800211791750842
GTEX-Q2AI	-1.30414159186452
GTEX-Q734	-1.34126332803122
GTEX-QCQG	-0.629309000977353
GTEX-QDVJ	-0.251762929500064
GTEX-QDVN	-0.577068499317227
GTEX-QEG5	1.3472802814364
GTEX-QMRM	0.284100065971002
GTEX-R55C	0.254627797959204
GTEX-R55G	-0.313077967141908
GTEX-REY6	-0.0720721961162638
GTEX-RM2N	-1.03833656476468
GTEX-RUSQ	-1.37325206709498
GTEX-S32W	0.544559148430218
GTEX-S33H	0.544978354632809
GTEX-S3XE	-0.319343761538971
GTEX-S4Q7	-1.33697395231068
GTEX-S4Z8	0.145833724228257
GTEX-T6MO	1.87365420717575
GTEX-TKQ2	-1.62536839102369
GTEX-TMMY	-0.323100710445259
GTEX-U3ZM	-0.33969716114528
GTEX-U3ZN	0.587605925720958
GTEX-U4B1	-0.806566285383637
GTEX-V1D1	-0.28697093349548
GTEX-V955	-0.29381802262076
GTEX-W5WG	-0.959276712042108
GTEX-WFG8	-1.22861080379763
GTEX-WQUQ	0.406338187812066
GTEX-WY7C	1.29942555057554
GTEX-WYVS	-0.0565165893556986
GTEX-X4LF	-0.84059103244082
GTEX-XMK1	0.630166677178146
GTEX-XQ3S	-0.356892089285754
GTEX-XUZC	-2.22301337215084
GTEX-XV7Q	0.589532555117173
GTEX-Y5LM	-0.254187180108854
GTEX-Y5V5	-0.29445968077673
GTEX-Y5V6	0.38676727536979
GTEX-Y9LG	1.30141886638752
GTEX-YF7O	-0.0445966106229556
GTEX-ZA64	-0.475802835341392
GTEX-ZDTT	0.28957445487366
GTEX-ZF2S	0.054654677101844
GTEX-ZLV1	1.58037562740938
GTEX-ZP4G	0.572974518040859
GTEX-ZT9W	0.395892356443725
GTEX-ZT9X	-1.12684171293926
GTEX-ZTSS	-1.34573976897588
GTEX-ZUA1	-1.83038902496551
GTEX-ZVT2	0.474185883348612
GTEX-ZYFG	-0.0506265811258396
GTEX-ZYVF	0.0386491151877038
GTEX-ZZPU	2.87855253323845
